precinct,hisp,total,pct_hisp,total_votes,pct_obama,pct_romney
SARDINIA - ED 002,,1077,0,752,0.340425532,0.628989362
TOWN OF TONAWANDA - ED 001,11,738,0.014905149,484,0.595041322,0.369834711
TOWN OF TONAWANDA - ED 002,6,594,0.01010101,422,0.637440758,0.341232227
TOWN OF TONAWANDA - ED 003,14,764,0.018324607,521,0.644913628,0.305182342
TOWN OF TONAWANDA - ED 004,4,573,0.006980803,403,0.622828784,0.347394541
TOWN OF TONAWANDA - ED 005,32,730,0.043835616,517,0.65377176,0.311411992
TOWN OF TONAWANDA - ED 006,20,731,0.027359781,547,0.599634369,0.371115174
TOWN OF TONAWANDA - ED 007,6,651,0.00921659,491,0.574338086,0.397148676
TOWN OF TONAWANDA - ED 008,4,574,0.006968641,411,0.574209246,0.394160584
TOWN OF TONAWANDA - ED 009,,606,0,492,0.581300813,0.390243902
TOWN OF TONAWANDA - ED 010,6,712,0.008426966,483,0.654244306,0.302277433
TOWN OF TONAWANDA - ED 011,,577,0,451,0.689578714,0.303769401
TOWN OF TONAWANDA - ED 012,6,608,0.009868421,422,0.623222749,0.362559242
TOWN OF TONAWANDA - ED 013,3,594,0.005050505,433,0.593533487,0.369515012
TOWN OF TONAWANDA - ED 014,5,611,0.008183306,451,0.600886918,0.365853659
TOWN OF TONAWANDA - ED 015,10,871,0.011481056,447,0.604026846,0.36689038
TOWN OF TONAWANDA - ED 016,10,751,0.013315579,382,0.586387435,0.387434555
TOWN OF TONAWANDA - ED 017,10,1015,0.009852217,300,0.58,0.373333333
TOWN OF TONAWANDA - ED 018,10,764,0.013089005,472,0.588983051,0.394067797
TOWN OF TONAWANDA - ED 019,7,1215,0.005761317,407,0.528255528,0.452088452
TOWN OF TONAWANDA - ED 020,19,482,0.039419087,258,0.643410853,0.337209302
TOWN OF TONAWANDA - ED 021,11,1147,0.009590235,396,0.570707071,0.401515152
TOWN OF TONAWANDA - ED 022,3,573,0.005235602,382,0.54973822,0.426701571
TOWN OF TONAWANDA - ED 023,33,975,0.033846154,217,0.557603687,0.410138249
TOWN OF TONAWANDA - ED 024,5,596,0.008389262,259,0.768339768,0.208494208
TOWN OF TONAWANDA - ED 025,19,872,0.021788991,505,0.566336634,0.394059406
TOWN OF TONAWANDA - ED 026,2,609,0.003284072,436,0.48853211,0.47706422
TOWN OF TONAWANDA - ED 027,1,362,0.002762431,286,0.405594406,0.56993007
TOWN OF TONAWANDA - ED 028,9,842,0.010688836,612,0.604575163,0.369281046
TOWN OF TONAWANDA - ED 029,3,330,0.009090909,233,0.64806867,0.317596567
TOWN OF TONAWANDA - ED 030,4,571,0.007005254,423,0.562647754,0.406619385
TOWN OF TONAWANDA - ED 031,11,510,0.021568627,376,0.571808511,0.39893617
TOWN OF TONAWANDA - ED 032,10,592,0.016891892,417,0.556354916,0.414868106
TOWN OF TONAWANDA - ED 033,8,510,0.015686275,387,0.490956072,0.480620155
TOWN OF TONAWANDA - ED 034,5,323,0.015479876,221,0.524886878,0.438914027
TOWN OF TONAWANDA - ED 035,3,500,0.006,447,0.492170022,0.469798658
TOWN OF TONAWANDA - ED 036,1,575,0.00173913,488,0.530737705,0.44057377
TOWN OF TONAWANDA - ED 037,,560,0,419,0.551312649,0.434367542
TOWN OF TONAWANDA - ED 038,3,495,0.006060606,377,0.591511936,0.376657825
TOWN OF TONAWANDA - ED 039,1,489,0.00204499,357,0.49859944,0.476190476
TOWN OF TONAWANDA - ED 040,9,884,0.010180995,646,0.568111455,0.405572755
TOWN OF TONAWANDA - ED 041,,562,0,394,0.568527919,0.403553299
TOWN OF TONAWANDA - ED 042,4,1178,0.003395586,456,0.5,0.469298246
TOWN OF TONAWANDA - ED 043,3,549,0.005464481,379,0.598944591,0.35883905
TOWN OF TONAWANDA - ED 044,,521,0,404,0.522277228,0.433168317
TOWN OF TONAWANDA - ED 045,,664,0,541,0.475046211,0.506469501
TOWN OF TONAWANDA - ED 046,6,486,0.012345679,424,0.551886792,0.422169811
TOWN OF TONAWANDA - ED 047,11,615,0.017886179,465,0.550537634,0.427956989
TOWN OF TONAWANDA - ED 048,,585,0,445,0.492134831,0.478651685
TOWN OF TONAWANDA - ED 049,13,1167,0.011139674,438,0.577625571,0.383561644
TOWN OF TONAWANDA - ED 050,9,496,0.018145161,348,0.537356322,0.416666667
TOWN OF TONAWANDA - ED 051,4,587,0.00681431,499,0.567134269,0.406813627
TOWN OF TONAWANDA - ED 052,23,1166,0.019725557,435,0.570114943,0.406896552
TOWN OF TONAWANDA - ED 053,9,627,0.014354067,401,0.663341646,0.311720698
TOWN OF TONAWANDA - ED 054,11,917,0.011995638,437,0.530892449,0.448512586
TOWN OF TONAWANDA - ED 055,6,680,0.008823529,483,0.577639752,0.383022774
TOWN OF TONAWANDA - ED 056,21,1087,0.019319227,377,0.557029178,0.440318302
TOWN OF TONAWANDA - ED 057,12,1447,0.00829302,462,0.649350649,0.311688312
TOWN OF TONAWANDA - ED 058,15,830,0.018072289,476,0.584033613,0.394957983
TOWN OF TONAWANDA - ED 059,6,1171,0.005123826,486,0.537037037,0.440329218
TOWN OF TONAWANDA - ED 060,16,552,0.028985507,390,0.615384615,0.353846154
TOWN OF TONAWANDA - ED 061,12,616,0.019480519,419,0.577565632,0.398568019
TOWN OF TONAWANDA - ED 062,1,528,0.001893939,419,0.472553699,0.479713604
TOWN OF TONAWANDA - ED 063,8,544,0.014705882,326,0.598159509,0.380368098
TOWN OF TONAWANDA - ED 064,7,585,0.011965812,458,0.534934498,0.430131004
TOWN OF TONAWANDA - ED 065,6,536,0.01119403,410,0.575609756,0.404878049
TOWN OF TONAWANDA - ED 066,16,685,0.023357664,466,0.560085837,0.416309013
TOWN OF TONAWANDA - ED 067,16,856,0.018691589,630,0.504761905,0.471428571
TOWN OF TONAWANDA - ED 068,7,450,0.015555556,322,0.543478261,0.440993789
TOWN OF TONAWANDA - ED 069,17,637,0.026687598,465,0.539784946,0.423655914
TOWN OF TONAWANDA - ED 070,2,586,0.003412969,425,0.529411765,0.435294118
TOWN OF TONAWANDA - ED 071,3,593,0.005059022,398,0.545226131,0.432160804
TOWN OF TONAWANDA - ED 072,,630,0,472,0.531779661,0.447033898
TOWN OF TONAWANDA - ED 073,2,658,0.003039514,448,0.493303571,0.477678571
TOWN OF TONAWANDA - ED 074,1,593,0.001686341,441,0.514739229,0.462585034
TOWN OF TONAWANDA - ED 075,5,680,0.007352941,420,0.478571429,0.483333333
WALES - ED 001,1,1151,0.00086881,855,0.361403509,0.622222222
WALES - ED 002,2,929,0.002152853,713,0.38569425,0.597475456
WEST SENECA - ED 001,3,787,0.003811944,560,0.505357143,0.473214286
WEST SENECA - ED 002,1,1045,0.000956938,726,0.527548209,0.458677686
WEST SENECA - ED 003,1,1109,0.000901713,854,0.422716628,0.558548009
WEST SENECA - ED 004,1,804,0.001243781,567,0.514991182,0.44973545
WEST SENECA - ED 005,,785,0,548,0.459854015,0.518248175
WEST SENECA - ED 006,3,693,0.004329004,510,0.458823529,0.511764706
WEST SENECA - ED 007,4,1144,0.003496503,437,0.501144165,0.469107551
WEST SENECA - ED 008,3,844,0.003554502,354,0.5,0.47740113
WEST SENECA - ED 009,28,699,0.040057225,450,0.58,0.382222222
WEST SENECA - ED 010,5,636,0.007861635,349,0.461318052,0.515759312
WEST SENECA - ED 011,7,1360,0.005147059,402,0.514925373,0.462686567
WEST SENECA - ED 012,1,528,0.001893939,359,0.545961003,0.428969359
WEST SENECA - ED 013,,638,0,441,0.503401361,0.464852608
WEST SENECA - ED 014,13,1365,0.00952381,437,0.533180778,0.43020595
WEST SENECA - ED 015,13,963,0.013499481,248,0.532258065,0.443548387
WEST SENECA - ED 016,1,536,0.001865672,449,0.610244989,0.369710468
WEST SENECA - ED 017,11,649,0.016949153,469,0.643923241,0.341151386
WEST SENECA - ED 018,7,905,0.007734807,318,0.588050314,0.383647799
WEST SENECA - ED 019,15,824,0.018203883,243,0.572016461,0.390946502
WEST SENECA - ED 020,28,869,0.032220944,239,0.573221757,0.389121339
WEST SENECA - ED 021,1,410,0.002439024,267,0.606741573,0.359550562
WEST SENECA - ED 022,17,613,0.027732463,369,0.566395664,0.406504065
WEST SENECA - ED 023,2,453,0.004415011,309,0.556634304,0.427184466
WEST SENECA - ED 024,,354,0,246,0.577235772,0.386178862
WEST SENECA - ED 025,2,983,0.002034588,311,0.491961415,0.479099678
WEST SENECA - ED 026,7,772,0.009067358,516,0.476744186,0.478682171
WEST SENECA - ED 027,3,547,0.005484461,418,0.468899522,0.509569378
WEST SENECA - ED 028,11,666,0.016516517,490,0.520408163,0.463265306
WEST SENECA - ED 029,7,1092,0.006410256,936,0.539529915,0.435897436
WEST SENECA - ED 030,,722,0,574,0.440766551,0.524390244
WEST SENECA - ED 031,9,855,0.010526316,417,0.54676259,0.429256595
WEST SENECA - ED 032,,739,0,516,0.509689922,0.451550388
WEST SENECA - ED 033,4,527,0.007590133,409,0.550122249,0.415647922
WEST SENECA - ED 034,5,517,0.00967118,382,0.468586387,0.489528796
WEST SENECA - ED 035,16,1004,0.015936255,364,0.456043956,0.521978022
WEST SENECA - ED 036,3,789,0.003802281,560,0.553571429,0.426785714
WEST SENECA - ED 037,7,836,0.008373206,509,0.534381139,0.444007859
WEST SENECA - ED 038,2,894,0.002237136,720,0.530555556,0.448611111
WEST SENECA - ED 039,4,576,0.006944444,432,0.458333333,0.527777778
WEST SENECA - ED 040,1,779,0.001283697,603,0.530679934,0.452736318
WEST SENECA - ED 041,2,730,0.002739726,488,0.514344262,0.450819672
